166.7.149.189	02:14 pm  Thursday September 30, 2010	50	2	  WolfPleasantValley +                  
166.7.149.189	02:44 pm  Thursday September 30, 2010	50	4	  WolfPleasantValley +                  
166.7.149.189	07:34 am  Friday October 1, 2010	50	1	  WolfPleasantValley +                  
166.7.149.189	08:41 am  Friday October 1, 2010	50	6	  BrushMtn +                            
166.7.149.189	08:51 am  Friday October 1, 2010	50	1	  WolfPleasantValley +                  
204.124.92.254	10:30 am  Monday October 4, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	10:48 am  Monday October 4, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	10:51 am  Monday October 4, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	12:06 pm  Monday October 4, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	12:22 pm  Monday October 4, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	12:26 pm  Monday October 4, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	12:29 pm  Monday October 4, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	12:44 pm  Monday October 4, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	12:49 pm  Monday October 4, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	01:36 pm  Monday October 4, 2010	30	21	  CORVALLIS steve +                     
204.124.92.254	01:37 pm  Monday October 4, 2010	30	21	  CORVALLIS steve +                     
204.124.92.254	01:40 pm  Monday October 4, 2010	30	21	  CORVALLIS steve +                     
204.124.92.254	01:46 pm  Monday October 4, 2010	30	21	  CORVALLIS steve +                     
204.124.92.254	01:59 pm  Monday October 4, 2010	30	21	  CORVALLIS steve +                     
204.124.92.254	02:16 pm  Monday October 4, 2010	30	21	  CORVALLIS STeve2 +                    
204.124.92.254	02:21 pm  Monday October 4, 2010	30	21	  CORVALLIS steve3 +                    
204.124.92.254	02:25 pm  Monday October 4, 2010	30	21	  CORVALLIS steve3 +                    
166.7.77.183	09:30 am  Tuesday October 5, 2010	30	13	  Warm Springs 2010 +                   
166.7.77.183	09:32 am  Tuesday October 5, 2010	30	13	  Warm Springs 2010 +                   
166.7.77.183	09:40 am  Tuesday October 5, 2010	30	13	  Warm Springs 2010 +                   
166.7.77.183	09:43 am  Tuesday October 5, 2010	30	2	  Warm Springs 2010 +                   
170.94.197.155	01:30 pm  Tuesday October 5, 2010	30	5	  ARKADELPHIA AR                        
204.124.92.254	08:43 am  Wednesday October 6, 2010	30	21	  CORVALLIS rerun +                     
204.124.92.254	08:54 am  Wednesday October 6, 2010	30	21	  CORVALLIS rerun +                     
204.124.92.254	08:56 am  Wednesday October 6, 2010	30	21	  CORVALLIS rerun +                     
204.124.92.254	09:18 am  Wednesday October 6, 2010	30	21	  CORVALLIS lower elev +                
204.124.92.254	09:46 am  Wednesday October 6, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	09:53 am  Wednesday October 6, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	10:01 am  Wednesday October 6, 2010	30	21	  CORVALLIS ST COL OR +                 
166.7.77.183	10:03 am  Wednesday October 6, 2010	30	12	  Warm Springs 2010 +                   
166.7.77.183	10:08 am  Wednesday October 6, 2010	30	12	  Warm Springs 2010 +                   
204.124.92.254	10:12 am  Wednesday October 6, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	10:14 am  Wednesday October 6, 2010	30	21	  CORVALLIS ST COL OR +                 
166.7.77.183	10:15 am  Wednesday October 6, 2010	30	12	  Warm Springs 2010 +                   
204.124.92.254	10:17 am  Wednesday October 6, 2010	30	21	  CORVALLIS ST COL OR +                 
166.7.77.183	10:23 am  Wednesday October 6, 2010		12	 Warm Springs 2010 +                    
166.7.77.183	10:25 am  Wednesday October 6, 2010	30	12	  Warm Springs 2010 +                   
204.124.92.254	10:56 am  Wednesday October 6, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	10:58 am  Wednesday October 6, 2010	30	21	  CORVALLIS ST COL OR +                 
204.124.92.254	12:03 pm  Wednesday October 6, 2010	30	21	  CORVALLIS  +                          
204.124.92.254	12:08 pm  Wednesday October 6, 2010	30	21	  CORVALLIS steve +                     
204.124.92.254	12:09 pm  Wednesday October 6, 2010	30	21	  CORVALLIS steve +                     
204.124.92.254	12:54 pm  Wednesday October 6, 2010	30	24	  CORVALLIS section 2 +                 
204.124.92.254	01:01 pm  Wednesday October 6, 2010	30	24	  CORVALLIS section 2 +                 
204.124.92.254	01:14 pm  Wednesday October 6, 2010	30	24	  CORVALLIS section 2 +                 
204.124.92.254	01:19 pm  Wednesday October 6, 2010	30	24	  CORVALLIS section 2 +                 
204.124.92.254	01:28 pm  Wednesday October 6, 2010	30	24	  CORVALLIS section 2 +                 
204.124.92.254	01:44 pm  Wednesday October 6, 2010	30	24	  CORVALLIS section 2 +                 
166.7.102.174	07:36 am  Thursday October 7, 2010	30	5	  WATFORD CITY 20 SE ND                 
71.216.250.233	11:35 am  Friday October 8, 2010	50	7	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	11:39 am  Friday October 8, 2010		7	 Belgrade Airport 240622 1971-2 +       
71.216.250.233	11:40 am  Friday October 8, 2010	50	7	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	11:42 am  Friday October 8, 2010	50	11	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	11:44 am  Friday October 8, 2010	50	11	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	11:46 am  Friday October 8, 2010	50	5	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	11:47 am  Friday October 8, 2010	50	5	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	11:50 am  Friday October 8, 2010	50	2	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	11:50 am  Friday October 8, 2010	50	2	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	11:52 am  Friday October 8, 2010	30	8	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	11:54 am  Friday October 8, 2010	30	8	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	11:55 am  Friday October 8, 2010	30	6	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	11:56 am  Friday October 8, 2010	30	6	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	11:57 am  Friday October 8, 2010	50	7	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	11:58 am  Friday October 8, 2010	50	7	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	12:00 pm  Friday October 8, 2010	50	5	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	12:01 pm  Friday October 8, 2010	50	5	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	12:56 pm  Friday October 8, 2010	50	1	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	12:57 pm  Friday October 8, 2010	50	1	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	12:59 pm  Friday October 8, 2010	50	10	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	01:01 pm  Friday October 8, 2010	30	2	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	01:09 pm  Friday October 8, 2010	50	8	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	01:10 pm  Friday October 8, 2010	50	4	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	01:57 pm  Friday October 8, 2010	30	1	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	07:46 am  Monday October 11, 2010	30	4	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	08:30 am  Monday October 11, 2010	50	6	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	08:34 am  Monday October 11, 2010	50	2	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	08:37 am  Monday October 11, 2010	50	4	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	08:41 am  Monday October 11, 2010	30	4	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	08:50 am  Monday October 11, 2010	50	1	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	08:50 am  Monday October 11, 2010	50	2	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	09:01 am  Monday October 11, 2010	50	5	  BZN MSU 241044 YR 1971-2000 +         
166.7.149.189	06:52 am  Tuesday October 12, 2010	50	4	  WolfPleasantValley +                  
166.7.149.189	06:55 am  Tuesday October 12, 2010	50	4	  WolfPleasantValley +                  
166.7.149.189	06:56 am  Tuesday October 12, 2010	50	2	  WolfPleasantValley +                  
166.7.149.189	06:58 am  Tuesday October 12, 2010	50	4	  WolfPleasantValley +                  
166.7.149.189	07:01 am  Tuesday October 12, 2010	50	2	  WolfPleasantValley +                  
166.7.149.189	07:02 am  Tuesday October 12, 2010	50	2	  WolfPleasantValley +                  
166.7.149.189	07:04 am  Tuesday October 12, 2010	50	4	  WolfPleasantValley +                  
166.7.149.189	07:05 am  Tuesday October 12, 2010	50	1	  WolfPleasantValley +                  
166.7.149.189	07:15 am  Tuesday October 12, 2010	50	6	  BrushMtn +                            
166.7.149.189	07:24 am  Tuesday October 12, 2010	50	4	  BrushMtn +                            
166.7.149.189	07:28 am  Tuesday October 12, 2010	50	5	  BrushMtn +                            
204.124.92.254	07:30 am  Tuesday October 12, 2010	30	21	  CORVALLIS steve +                     
204.124.92.254	07:32 am  Tuesday October 12, 2010	30	21	  CORVALLIS steve +                     
166.7.149.189	07:33 am  Tuesday October 12, 2010	50	3	  BrushMtn +                            
166.7.149.189	07:37 am  Tuesday October 12, 2010	50	1	  CrazymanRds +                         
166.7.149.189	07:41 am  Tuesday October 12, 2010	50	4	  CrazymanRds +                         
166.7.149.189	07:41 am  Tuesday October 12, 2010	50	4	  CrazymanRds +                         
166.7.149.189	07:42 am  Tuesday October 12, 2010	50	4	  CrazymanRds +                         
166.7.149.189	07:44 am  Tuesday October 12, 2010	50	1	  CrazymanRds +                         
204.124.92.254	07:45 am  Tuesday October 12, 2010	30	21	  CORVALLIS steve +                     
166.7.149.189	07:47 am  Tuesday October 12, 2010	50	1	  CrazymanRds +                         
166.7.149.189	07:50 am  Tuesday October 12, 2010	50	1	  CrazymanRds +                         
204.124.92.254	07:56 am  Tuesday October 12, 2010	30	24	  CORVALLIS steve +                     
204.124.92.254	08:09 am  Tuesday October 12, 2010	30	24	  CORVALLIS steve2 +                    
166.7.149.189	09:09 am  Wednesday October 13, 2010	50	8	  CrazymanRds +                         
166.7.149.189	09:12 am  Wednesday October 13, 2010	50	1	  CrazymanRds +                         
166.7.149.189	09:29 am  Wednesday October 13, 2010	50	6	  BrushMtn +                            
166.7.149.189	09:42 am  Wednesday October 13, 2010	50	4	  WolfPleasantValley +                  
166.6.82.158	02:10 pm  Wednesday October 13, 2010	30	1	  SEELEY LAKE RS MT 22.55 +             
166.6.82.158	02:12 pm  Wednesday October 13, 2010	30	1	  SEELEY LAKE RS MT 22.55 +             
166.2.60.226	09:03 am  Thursday October 14, 2010	30	5	  AUSTIN NV                             
147.46.220.177	05:26 am  Wednesday October 20, 2010	30	5	  TROUT CREEK RS MT 38.83+ +            
71.216.250.233	01:44 pm  Friday October 22, 2010	30	3	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	01:48 pm  Friday October 22, 2010	30	3	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	01:53 pm  Friday October 22, 2010	30	2	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	01:57 pm  Friday October 22, 2010	30	3	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	10:06 am  Tuesday October 26, 2010	30	4	  Bozeman 12NE 241050 YR71-00 +         
166.7.77.112	10:31 am  Wednesday October 27, 2010	30	17	  TizerRoad +                           
166.7.77.112	12:00 pm  Wednesday October 27, 2010	30	17	  TizerRoad2 +                          
166.7.77.112	12:07 pm  Wednesday October 27, 2010	30	27	  TizerRoad2 +                          
166.7.77.112	12:12 pm  Wednesday October 27, 2010	30	27	  TizerRoad2 +                          
166.7.77.112	12:25 pm  Wednesday October 27, 2010	30	9	  Chessman +                            
166.7.77.112	12:26 pm  Wednesday October 27, 2010	30	9	  Chessman +                            
166.7.77.112	12:28 pm  Wednesday October 27, 2010	30	9	  Chessman +                            
166.7.77.112	12:32 pm  Wednesday October 27, 2010	30	8	  Chessman +                            
166.7.77.112	01:34 pm  Wednesday October 27, 2010	30	10	  Chessman +                            
166.7.77.112	01:35 pm  Wednesday October 27, 2010	30	11	  Chessman +                            
166.7.77.112	07:23 am  Thursday October 28, 2010	30	44	  TizerRoad2 +                          
166.7.77.112	07:49 am  Thursday October 28, 2010	30	21	  Chessman +                            
166.7.77.112	07:53 am  Thursday October 28, 2010	30	21	  Chessman +                            
166.7.77.112	08:19 am  Thursday October 28, 2010	30	21	  Chessman +                            
166.7.77.112	08:26 am  Thursday October 28, 2010	30	21	  Chessman +                            
166.7.112.18	12:12 pm  Friday October 29, 2010	30	5	  SEELEY LAKE RS MT 22.55 +             
210.212.252.98	02:48 am  Monday November 1, 2010	30	5	  ANDERSON 1 SW MO                      
166.7.77.112	08:05 am  Tuesday November 2, 2010	30	17	  Chessman +                            
166.6.82.158	12:16 pm  Thursday November 4, 2010	30	12	  Ochoco NF HEJ OR +                    
166.6.82.158	12:24 pm  Thursday November 4, 2010	30	1	  Ochoco NF HEJ OR +                    
166.6.82.158	12:30 pm  Thursday November 4, 2010	5	12	  Ochoco NF HEJ OR +                    
166.3.81.183	01:54 pm  Thursday November 4, 2010	30	5	  CUBA NM                               
166.3.81.183	01:55 pm  Thursday November 4, 2010	30	5	  CUBA NM                               
166.3.81.183	01:57 pm  Thursday November 4, 2010	30	5	  CUBA NM                               
166.6.82.158	05:23 pm  Thursday November 4, 2010	30	12	  Ochoco NF HEJ OR +                    
166.6.82.158	05:28 pm  Thursday November 4, 2010	30	12	  Ochoco NF HEJ OR +                    
166.6.82.158	08:54 am  Friday November 5, 2010	30	8	  Ochoco NF HEJ OR +                    
166.6.82.158	08:58 am  Friday November 5, 2010	30	4	  Ochoco NF HEJ OR +                    
166.6.82.158	11:54 am  Friday November 5, 2010	30	4	  Ochoco NF HEJ OR +                    
166.6.82.158	11:56 am  Friday November 5, 2010	30	8	  Ochoco NF HEJ OR +                    
166.6.82.158	11:58 am  Friday November 5, 2010	30	12	  Ochoco NF HEJ OR +                    
166.6.82.158	12:00 pm  Friday November 5, 2010	30	12	  Ochoco NF HEJ OR +                    
166.2.22.189	05:10 pm  Friday November 5, 2010	1	5	  Valdivia +                            
166.7.149.189	07:08 am  Tuesday November 9, 2010	50	5	  EastResLow +                          
166.7.149.189	07:13 am  Tuesday November 9, 2010	50	3	  EastResLow +                          
166.7.149.189	07:20 am  Tuesday November 9, 2010	50	10	  EastResLow +                          
166.7.149.189	07:23 am  Tuesday November 9, 2010	50	3	  EastResLow +                          
166.7.149.189	07:33 am  Tuesday November 9, 2010	50	24	  EastResLow +                          
166.7.149.189	08:13 am  Tuesday November 9, 2010	50	19	  EastResLow +                          
166.7.149.189	08:16 am  Tuesday November 9, 2010	50	6	  EastResLow +                          
166.7.149.189	08:19 am  Tuesday November 9, 2010	50	3	  EastResLow +                          
166.7.149.189	08:20 am  Tuesday November 9, 2010	50	3	  EastResHigh +                         
166.7.149.189	08:22 am  Tuesday November 9, 2010	50	6	  EastResHigh +                         
166.7.149.189	08:24 am  Tuesday November 9, 2010	50	19	  EastResHigh +                         
166.7.149.189	08:26 am  Tuesday November 9, 2010	50	3	  EastResHigh +                         
166.7.149.189	08:27 am  Tuesday November 9, 2010	50	10	  EastResHigh +                         
166.7.149.189	08:29 am  Tuesday November 9, 2010	50	3	  EastResHigh +                         
166.7.149.189	08:31 am  Tuesday November 9, 2010	50	24	  EastResHigh +                         
166.7.149.189	08:35 am  Tuesday November 9, 2010	50	1	  EastResHigh +                         
166.7.149.189	02:30 pm  Tuesday November 9, 2010	50	1	  EastResHigh +                         
166.7.149.189	02:37 pm  Tuesday November 9, 2010	50	17	  EastResHigh +                         
161.7.86.195	02:50 pm  Tuesday November 9, 2010	30	3	  DRUMMOND AVIATION MT                  
166.7.149.189	06:49 am  Wednesday November 10, 2010	50	3	  EastResHigh +                         
166.7.149.189	06:51 am  Wednesday November 10, 2010	50	2	  EastResHigh +                         
166.7.149.189	06:55 am  Wednesday November 10, 2010	50	4	  EastResHigh +                         
166.7.149.189	07:01 am  Wednesday November 10, 2010	50	14	  EastResHigh +                         
166.7.149.189	07:37 am  Wednesday November 10, 2010	50	4	  EastResHigh +                         
166.7.149.189	07:46 am  Wednesday November 10, 2010	50	2	  EastResHigh +                         
166.7.149.189	07:49 am  Wednesday November 10, 2010	50	3	  EastResHigh +                         
166.7.149.189	07:51 am  Wednesday November 10, 2010	50	1	  EastResHigh +                         
166.7.149.189	07:54 am  Wednesday November 10, 2010	50	2	  EastResHigh +                         
161.7.100.150	08:37 am  Wednesday November 10, 2010	30	6	  DRUMMOND AVIATION MT                  
161.7.100.150	08:39 am  Wednesday November 10, 2010	30	6	  DRUMMOND AVIATION MT                  
161.7.100.150	09:16 am  Wednesday November 10, 2010	30	3	  DRUMMOND AVIATION MT                  
161.7.100.150	09:18 am  Wednesday November 10, 2010	30	3	  DRUMMOND AVIATION MT                  
161.7.102.221	12:46 pm  Wednesday November 10, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.102.221	12:47 pm  Wednesday November 10, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.102.221	12:49 pm  Wednesday November 10, 2010	30	1	  DRUMMOND AVIATION MT                  
161.7.102.221	12:57 pm  Wednesday November 10, 2010	30	2	  DRUMMOND AVIATION MT                  
161.7.96.252	01:11 pm  Wednesday November 10, 2010	30	4	  DRUMMOND AVIATION MT                  
200.17.226.172	01:18 pm  Wednesday November 10, 2010	30	5	  SEELEY LAKE RS MT 22.55 +             
161.7.96.252	01:32 pm  Wednesday November 10, 2010	30	8	  DRUMMOND AVIATION MT                  
161.7.96.252	01:36 pm  Wednesday November 10, 2010	30	4	  DRUMMOND AVIATION MT                  
161.7.96.252	01:54 pm  Wednesday November 10, 2010	30	5	  DRUMMOND AVIATION MT                  
200.2.119.115	08:13 am  Friday November 12, 2010	1	5	  Valdivia Costa +                      
200.2.119.115	08:13 am  Friday November 12, 2010	1	5	  Arauco T +                            
200.2.119.115	08:13 am  Friday November 12, 2010	1	5	  arauco +                              
200.2.119.115	08:13 am  Friday November 12, 2010	1	5	  Arauco +                              
200.2.119.115	08:13 am  Friday November 12, 2010	1	5	  Valdivia +                            
200.2.119.115	08:13 am  Friday November 12, 2010	1	5	  arauco +                              
200.2.119.115	08:13 am  Friday November 12, 2010	1	5	  Arauco +                              
200.2.119.115	08:13 am  Friday November 12, 2010	1	5	  Arauco +                              
200.2.119.115	08:13 am  Friday November 12, 2010	1	5	  Arauco +                              
200.2.119.115	08:14 am  Friday November 12, 2010	1	5	  Valdivia Chile final 3 +              
166.4.225.219	12:12 pm  Friday November 12, 2010	30	27	  MENA AR                               
166.4.225.219	12:31 pm  Friday November 12, 2010	30	81	  MENA AR                               
166.4.225.219	01:19 pm  Friday November 12, 2010		98	 MENA AR                                
166.4.225.219	01:27 pm  Friday November 12, 2010	30	98	  MENA AR                               
217.218.50.121	10:19 pm  Friday November 12, 2010	30	5	  SEELEY LAKE RS MT 22.55 +             
166.4.225.219	07:59 am  Tuesday November 16, 2010	30	96	  MENA AR                               
199.131.218.140	11:01 am  Tuesday November 16, 2010	30	12	  CHATHAM EXP FARM MI                   
199.131.218.140	11:03 am  Tuesday November 16, 2010	30	24	  CHATHAM EXP FARM MI                   
199.131.218.140	11:10 am  Tuesday November 16, 2010	30	48	  CHATHAM EXP FARM MI                   
199.131.218.140	11:12 am  Tuesday November 16, 2010	30	48	  CHATHAM EXP FARM MI                   
128.101.73.210	12:20 pm  Tuesday November 16, 2010	30	5	  TWO HARBORS MN                        
71.216.250.233	01:00 pm  Wednesday November 17, 2010	30	4	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	01:01 pm  Wednesday November 17, 2010	30	3	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	01:07 pm  Wednesday November 17, 2010		3	 BZN MSU 241044 YR 1971-2000 +          
71.216.250.233	01:07 pm  Wednesday November 17, 2010	50	2	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	01:08 pm  Wednesday November 17, 2010	30	2	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	01:09 pm  Wednesday November 17, 2010	50	2	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	01:10 pm  Wednesday November 17, 2010	50	2	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	01:11 pm  Wednesday November 17, 2010	30	2	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	01:11 pm  Wednesday November 17, 2010	50	2	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	01:15 pm  Wednesday November 17, 2010	50	2	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	01:16 pm  Wednesday November 17, 2010	50	2	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	01:17 pm  Wednesday November 17, 2010	30	2	  Bozeman 12NE 241050 YR71-00 +         
166.6.82.158	02:10 pm  Wednesday November 17, 2010	30	6	  Ochoco NF HEJ OR +                    
166.6.82.158	02:16 pm  Wednesday November 17, 2010	30	3	  Ochoco NF HEJ OR +                    
166.6.82.158	02:19 pm  Wednesday November 17, 2010	30	6	  Ochoco NF HEJ OR +                    
166.6.82.158	02:21 pm  Wednesday November 17, 2010	30	2	  Ochoco NF HEJ OR +                    
166.6.82.158	02:23 pm  Wednesday November 17, 2010	30	10	  Ochoco NF HEJ OR +                    
166.6.82.158	02:25 pm  Wednesday November 17, 2010	30	2	  Ochoco NF HEJ OR +                    
166.6.82.158	02:27 pm  Wednesday November 17, 2010	30	24	  Ochoco NF HEJ OR +                    
166.6.82.158	02:29 pm  Wednesday November 17, 2010	30	13	  Ochoco NF HEJ OR +                    
71.216.250.233	12:35 pm  Thursday November 18, 2010	50	11	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	12:37 pm  Thursday November 18, 2010	50	11	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	12:41 pm  Thursday November 18, 2010	30	7	  Belgrade Airport 240622 1971-2 +      
63.224.95.242	01:51 pm  Thursday November 18, 2010	30	5	  BROADUS MT                            
166.7.112.2	02:43 pm  Thursday November 18, 2010	30	9	  SEELEY LAKE RS MT 22.55 +             
71.216.250.233	03:08 pm  Thursday November 18, 2010	50	7	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:10 pm  Thursday November 18, 2010	50	7	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:13 pm  Thursday November 18, 2010	50	11	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:15 pm  Thursday November 18, 2010	50	11	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:16 pm  Thursday November 18, 2010	50	7	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:17 pm  Thursday November 18, 2010	50	7	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:20 pm  Thursday November 18, 2010	30	8	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	03:21 pm  Thursday November 18, 2010	30	8	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	03:24 pm  Thursday November 18, 2010	30	1	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	03:25 pm  Thursday November 18, 2010	30	6	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	03:26 pm  Thursday November 18, 2010	30	6	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	03:28 pm  Thursday November 18, 2010	50	8	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	03:29 pm  Thursday November 18, 2010	50	8	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	03:30 pm  Thursday November 18, 2010	50	5	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	03:31 pm  Thursday November 18, 2010	50	5	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	03:32 pm  Thursday November 18, 2010	50	5	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	03:34 pm  Thursday November 18, 2010	50	8	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	03:35 pm  Thursday November 18, 2010	30	6	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	03:36 pm  Thursday November 18, 2010	30	8	  Bozeman 12NE 241050 YR71-00 +         
71.216.250.233	03:40 pm  Thursday November 18, 2010	50	5	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:41 pm  Thursday November 18, 2010	50	2	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:42 pm  Thursday November 18, 2010	50	11	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:43 pm  Thursday November 18, 2010	50	1	  Belgrade Airport 240622 1971-2 +      
71.216.250.233	03:45 pm  Thursday November 18, 2010	50	7	  Belgrade Airport 240622 1971-2 +      
166.7.149.189	06:35 am  Friday November 19, 2010	50	26	  EastResHigh +                         
71.216.250.233	08:42 am  Friday November 19, 2010	50	7	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	08:44 am  Friday November 19, 2010	50	5	  BZN MSU 241044 YR 1971-2000 +         
71.216.250.233	08:44 am  Friday November 19, 2010	50	2	  BZN MSU 241044 YR 1971-2000 +         
166.7.112.2	09:27 am  Friday November 19, 2010	30	11	  561x batch +                          
166.7.112.2	09:30 am  Friday November 19, 2010	30	11	  561x batch +                          
166.7.112.2	09:33 am  Friday November 19, 2010	30	11	  561x batch +                          
66.41.24.222	11:39 am  Tuesday November 23, 2010	30	1	  GRAND MARAIS CST GD MN                
66.41.24.222	12:11 pm  Tuesday November 23, 2010	30	1	  GRAND MARAIS CST GD MN                
66.41.24.222	12:11 pm  Tuesday November 23, 2010	30	4	  GRAND MARAIS CST GD MN                
66.41.24.222	12:22 pm  Tuesday November 23, 2010	30	1	  GRAND MARAIS CST GD MN                
66.41.24.222	12:23 pm  Tuesday November 23, 2010	30	4	  GRAND MARAIS CST GD MN                
66.41.24.222	12:31 pm  Tuesday November 23, 2010	30	1	  Grand Portage +                       
66.41.24.222	12:31 pm  Tuesday November 23, 2010	30	1	  Grand Portage +                       
66.41.24.222	12:32 pm  Tuesday November 23, 2010	30	1	  GRAND MARAIS CST GD MN                
66.41.24.222	12:33 pm  Tuesday November 23, 2010	30	1	  Grand Portage +                       
66.41.24.222	12:37 pm  Tuesday November 23, 2010	30	2	  TWO HARBORS MN                        
66.41.24.222	12:38 pm  Tuesday November 23, 2010	30	2	  TWO HARBORS MN                        
66.41.24.222	12:48 pm  Tuesday November 23, 2010	30	2	  TWO HARBORS MN                        
66.41.24.222	12:51 pm  Tuesday November 23, 2010	30	10	  TWO HARBORS MN                        
66.41.24.222	12:59 pm  Tuesday November 23, 2010	30	1	  Two Harbors-7NW +                     
66.41.24.222	01:03 pm  Tuesday November 23, 2010	30	2	  Lutsen3NNE +                          
66.41.24.222	01:04 pm  Tuesday November 23, 2010	30	1	  GRAND MARAIS CST GD MN                
66.41.24.222	01:05 pm  Tuesday November 23, 2010	30	8	  Lutsen3NNE +                          
66.41.24.222	01:08 pm  Tuesday November 23, 2010	30	1	  Lutsen3NNE +                          
66.41.24.222	01:11 pm  Tuesday November 23, 2010	30	1	  Isabella +                            
66.41.24.222	01:14 pm  Tuesday November 23, 2010	30	2	  Wolf Ridge +                          
66.41.24.222	01:15 pm  Tuesday November 23, 2010	30	12	  Wolf Ridge +                          
66.41.24.222	01:18 pm  Tuesday November 23, 2010	30	6	  Wolf Ridge +                          
66.41.24.222	02:07 pm  Tuesday November 23, 2010	30	1	  Lutsen3NNE +                          
