WR	wepp-228076	"03:31 pm  Wednesday February 22, 2017"	"BIRMINGHAM WB AP AL"	30	clay	native	200	4	13	15	50	130	25	20	inveg	ft
WF	wepp-228217	"03:33 pm  Wednesday February 22, 2017"	"BIRMINGHAM WB AP AL"	clay	200	50	0	30	15	40	20	20	4	ft
WF	wepp-228260	"03:33 pm  Wednesday February 22, 2017"	"BIRMINGHAM WB AP AL"	clay	200	50	0	30	15	40	20	20	4	ft
WB	wepp-228351	"03:33 pm  Wednesday February 22, 2017"	"BIRMINGHAM WB AP AL"	clay	200	50	0	30	15	40	20	20	4	ft
WD	wepp-210857	"01:08 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	Sod	400	0	30	40	20	OldForest	30	30	5	100	20	0	ft	"FOR462 Part III"
WD	wepp-211156	"01:09 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	LowFire	400	0	30	85	20	LowFire	75	30	5	85	20	0	ft	"FOR462 Part III"
WD	wepp-211230	"01:10 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	HighFire	400	0	30	45	20	HighFire	75	30	5	45	20	0	ft	"FOR462 Part III"
WD	wepp-211245	"01:11 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	OldForest	400	0	30	100	20	OldForest	75	30	5	100	20	0	ft	"FOR462 Part III"
WD	wepp-211300	"01:12 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	OldForest	400	0	30	100	20	HighFire	75	30	5	45	20	0	ft	"FOR462 Part III"
WD	wepp-211346	"01:12 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	HighFire	400	0	30	45	20	OldForest	75	30	5	100	20	0	ft	"FOR462 Part III"
WD	wepp-211392	"01:12 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	HighFire	400	0	30	45	20	HighFire	75	30	5	45	20	0	ft	"FOR462 Part III"
WD	wepp-211514	"01:12 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	OldForest	400	0	30	100	20	HighFire	75	30	5	45	20	0	ft	"FOR462 Part III"
WD	wepp-211521	"01:13 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	HighFire	400	0	30	45	20	OldForest	75	30	5	100	20	0	ft	"FOR462 Part III"
WD	wepp-224561	"02:13 pm  Thursday May 4, 2017"	"St. Maries, ID Modified +"	10	silt	HighFire	400	0	30	45	20	OldForest	75	30	5	100	20	0	ft	"FOR462 Part III"
